
"Aiden Markram ","c Jaiswal b Mohammed Siraj","2","10","14","0","0","20.00",""
""
"Dean Elgar (c)","b Mohammed Siraj","4","15","25","0","0","26.66",""
""
"Tony de Zorzi ","c †Rahul b Mohammed Siraj","2","17","30","0","0","11.76",""
""
"Tristan Stubbs ","c Sharma b Bumrah","3","11","14","0","0","27.27",""
""
"David Bedingham ","c Jaiswal b Mohammed Siraj","12","17","33","2","0","70.58",""
""
"Kyle Verreynne †","c Shubman Gill b Mohammed Siraj","15","30","43","1","0","50.00",""
""
"Marco Jansen ","c †Rahul b Mohammed Siraj","0","3","2","0","0","0.00",""
""
"Keshav Maharaj ","c Bumrah b Mukesh Kumar","3","13","20","0","0","23.07",""
""
"Kagiso Rabada ","c Iyer b Mukesh Kumar","5","13","26","0","0","38.46",""
""
"Nandre Burger ","c Jaiswal b Bumrah","4","11","13","1","0","36.36",""
""
"Lungi Ngidi ","not out","0","0","1","0","0","-",""
"Extras","(b 4, lb 1)","5",""
"TOTAL","23.2 Ov
 (RR: 2.35)","55",""
"Fall of wickets: 1-5 (Aiden Markram, 3.2 ov), 2-8 (Dean Elgar, 5.3 ov), 3-11 (Tristan Stubbs, 8.3 ov), 4-15 (Tony de Zorzi, 9.2 ov), 5-34 (David Bedingham, 15.2 ov), 6-34 (Marco Jansen, 15.5 ov), 7-45 (Kyle Verreynne, 17.5 ov), 8-46 (Keshav Maharaj, 19.6 ov), 9-55 (Nandre Burger, 22.6 ov), 10-55 (Kagiso Rabada, 23.2 ov) • 
DRS"
